MAS: Financial Database - Domestic Interest Rates Exchange Rates;;;;MAS: Financial Database - Exchange Rates;;;;;
;;;;;;;;;
Domestic Interest Rates (Daily) Exchange Rates (Daily);;;;Exchange Rates (Daily);;;;;
Mar 2000 to May 2024;;;;Mar 2000 to May 2024;;;;;
;;;;;;;;;
;;;;;;;;;
End of Period / SORA Value Date;Month;Date;Interbank 1-Week;Year;Month;Day;S$ Per Unit of US Dollar;tasa_EEUU;riesgo_MALASIA
;;16;2,38;;;10;12.758;;
;;17;2,5;;;11;12.809;;
;;18;2,56;;;14;12.807;;
;;19;2,5;;;15;12.806;;
;;22;2,5;;;16;12.805;;
;;23;2,38;;;17;12.787;;
;;24;2,38;;;18;12.763;;
;;25;2,25;;;21;12.751;;
;;26;2,25;;;22;12.815;;
;;29;2,31;;;23;12.791;;
;;30;2,38;;;24;12.766;;
;;31;2,38;;;25;12.763;;
;Nov;1;2,44;;;28;12.738;;
;;2;2,44;;Mar;1;12.710;;
;;5;2,31;;;2;12.735;;
;;6;2,13;;;3;12.689;;
;;7;2;;;4;12.676;;
;;9;2,06;;;7;12.672;;
;;12;2,19;;;8;12.669;;
;;13;2,25;;;9;12.693;;
;;14;2,19;;;10;12.709;;
;;15;2;;;11;12.717;;
;;16;2;;;14;12.705;;
;;19;1,88;;;15;12.751;;
;;20;1,88;;;16;12.787;;
;;21;1,81;;;17;12.823;;
;;22;1,94;;;18;12.728;;
;;23;2;;;21;12.697;;
;;26;2,13;;;22;12.664;;
;;27;2;;;23;12.648;;
;;28;1,94;;;24;12.644;;
;;29;1,63;;;25;12.610;;
;;30;1,63;;;28;12.629;;
;Dec;3;1,5;;;29;12.635;;
;;4;1,5;;;30;12.636;;
;;5;1,13;;;31;12.617;;
;;6;1,38;;Apr;1;12.616;;
;;7;1,38;;;4;12.605;;
;;10;1,31;;;5;12.613;;
;;11;1,25;;;6;12.606;;
;;12;1,38;;;7;12.605;;
;;13;1,38;;;8;12.574;;
;;14;1,88;;;11;12.560;;
;;17;2;;;12;12.604;;
;;18;1,75;;;13;12.581;;
;;19;1,5;;;14;12.492;;
;;21;1,63;;;15;12.445;;
;;24;1,5;;;18;12.443;;
;;26;1,75;;;19;12.497;;
;;27;1,75;;;20;12.408;;
;;28;1,5;;;21;12.369;;
;;31;1,25;;;25;12.355;;
;;;;;;26;12.371;;
;;;;;;27;12.309;;
End of Period / SORA Value Date;;;Interbank 1-Week;;;28;12.260;;
2008;Jan;2;1,25;;;29;12.277;;
;;3;1,25;;May;3;12.259;;
;;4;1,19;;;4;12.302;;
;;7;1;;;5;12.310;;
;;8;1;;;6;12.350;;
;;9;1,13;;;9;12.308;;
;;10;1,13;;;10;12.332;;
;;11;1,31;;;11;12.303;;
;;14;1,31;;;12;12.362;;
;;15;1,38;;;13;12.437;;
;;16;1,44;;;16;12.497;;
;;17;1,44;;;18;12.415;;
;;18;1,56;;;19;12.378;;
;;21;1,5;;;20;12.358;;
;;22;1,56;;;23;12.446;;
;;23;1,44;;;24;12.473;;
;;24;1,38;;;25;12.489;;
;;25;1,38;;;26;12.440;;
;;28;1,56;;;27;12.361;;
;;29;1,69;;;30;12.340;;
;;30;1,88;;;31;12.328;;
;;31;1,88;;Jun;1;12.303;;
;Feb;1;1,75;;;2;12.383;;
;;4;1,69;;;3;12.327;;
;;5;1,63;;;6;12.287;;
;;6;1,69;;;7;12.314;;
;;11;1,5;;;8;12.303;;
;;12;1,5;;;9;12.314;;
;;13;1,31;;;10;12.302;;
;;14;1,25;;;13;12.384;;
;;15;1,25;;;14;12.327;;
;;18;1,31;;;15;12.324;;
;;19;1,31;;;16;12.387;;
;;20;1,38;;;17;12.381;;
;;21;1,44;;;20;12.368;;
;;22;1,38;;;21;12.364;;
;;25;1,38;;;22;12.335;;
;;26;1,38;;;23;12.353;;
;;27;1,38;;;24;12.353;;
;;28;1,31;;;27;12.423;;
;;29;1,31;;;28;12.422;;
;Mar;3;1,31;;;29;12.385;;
;;4;1,31;;;30;12.292;;
;;5;1,31;;Jul;1;12.282;;
;;6;1,13;;;4;12.244;;
;;7;1;;;5;12.277;;
;;10;0,88;;;6;12.266;;
;;11;0,88;;;7;12.263;;
;;12;0,75;;;8;12.224;;
;;13;0,75;;;11;12.214;;
;;14;0,75;;;12;12.282;;
;;17;1,13;;;13;12.245;;
;;18;1,19;;;14;12.178;;
;;19;1,19;;;15;12.168;;
;;20;1,19;;;18;12.196;;
;;24;1,25;;;19;12.169;;
;;25;1,13;;;20;12.149;;
;;26;1,25;;;21;12.135;;
;;27;1,13;;;22;12.105;;
;;28;1,06;;;25;12.089;;
;;31;1,13;;;26;12.048;;
;Apr;1;1;;;27;12.009;;
;;2;1;;;28;12.036;;
;;3;1;;;29;12.041;;
;;4;1;;Aug;1;12.015;;
;;7;1;;;2;12.035;;
;;8;0,94;;;3;12.087;;
;;9;0,88;;;4;12.081;;
;;10;0,81;;;5;12.218;;
;;11;0,81;;;8;12.170;;
;;14;0,75;;;10;12.113;;
;;15;0,81;;;11;12.146;;
;;16;0,81;;;12;12.130;;
;;17;0,63;;;15;12.070;;
;;18;0,63;;;16;12.025;;
;;21;0,63;;;17;12.050;;
;;22;0,63;;;18;12.066;;
;;23;0,75;;;19;12.132;;
;;24;0,75;;;22;12.104;;
;;25;1;;;23;12.069;;
;;28;1,31;;;24;12.054;;
;;29;1,38;;;25;12.086;;
;;30;1,13;;;26;12.068;;
;May;2;1,13;;;29;12.076;;
;;5;1;;;31;12.046;;
;;6;0,94;;Sep;1;12.032;;
;;7;0,94;;;2;12.047;;
;;8;1,06;;;5;12.058;;
;;9;1,13;;;6;12.086;;
;;12;1,13;;;7;12.084;;
;;13;1,13;;;8;12.096;;
;;14;1,13;;;9;12.155;;
;;15;1,06;;;12;12.328;;
;;16;1;;;13;12.338;;
;;20;0,81;;;14;12.492;;
;;21;0,81;;;15;12.462;;
;;22;0,88;;;16;12.396;;
;;23;1;;;19;12.583;;
;;26;1;;;20;12.697;;
;;27;1;;;21;12.607;;
;;28;0,88;;;22;12.874;;
;;29;0,88;;;23;12.999;;
;;30;0,88;;;26;13.044;;
;Jun;2;0,75;;;27;12.885;;
;;3;0,69;;;28;12.908;;
;;4;0,69;;;29;12.957;;
;;5;0,75;;;30;13.003;;
;;6;0,75;;Oct;3;13.140;;
;;9;0,75;;;4;13.166;;
;;10;0,75;;;5;13.078;;
;;11;0,75;;;6;13.043;;
;;12;0,75;;;7;12.943;;
;;13;0,75;;;10;12.910;;
;;16;0,69;;;11;12.792;;
;;17;0,63;;;12;12.878;;
;;18;0,69;;;13;12.763;;
;;19;0,69;;;14;12.722;;
;;20;0,69;;;17;12.656;;
;;23;0,69;;;18;12.672;;
;;24;0,69;;;19;12.642;;
;;25;0,63;;;20;12.701;;
;;26;0,75;;;21;12.808;;
;;27;0,75;;;24;12.710;;
;;30;0,69;;;25;12.620;;
;Jul;1;0,63;;;27;12.641;;
;;2;0,63;;;28;12.444;;
;;3;0,63;;;31;12.502;;
;;4;0,63;;Nov;1;12.587;;
;;7;0,63;;;2;12.731;;
;;8;0,63;;;3;12.793;;
;;9;0,56;;;4;12.676;;
;;10;0,69;;;8;12.701;;
;;11;0,69;;;9;12.695;;
;;14;0,69;;;10;12.930;;
;;15;0,63;;;11;12.889;;
;;16;0,63;;;14;12.808;;
;;17;0,63;;;15;12.878;;
;;18;0,63;;;16;12.969;;
;;21;0,63;;;17;12.930;;
;;22;0,63;;;18;12.957;;
;;23;0,69;;;21;12.994;;
;;24;0,69;;;22;13.032;;
;;25;0,69;;;23;13.055;;
;;28;0,69;;;24;13.071;;
;;29;0,56;;;25;13.111;;
;;30;0,63;;;28;13.053;;
;;31;0,63;;;29;12.993;;
;Aug;1;0,63;;;30;12.956;;
;;4;0,63;;Dec;1;12.843;;
;;5;0,56;;;2;12.853;;
;;6;0,56;;;5;12.831;;
;;7;0,63;;;6;12.849;;
;;8;0,75;;;7;12.828;;
;;11;0,81;;;8;12.869;;
;;12;0,88;;;9;12.995;;
;;13;0,88;;;12;12.943;;
;;14;0,94;;;13;13.004;;
;;15;1;;;14;13.055;;
;;18;0,88;;;15;13.104;;
;;19;0,88;;;16;13.033;;
;;20;0,88;;;19;13.069;;
;;21;0,94;;;20;13.066;;
;;22;0,94;;;21;12.938;;
;;25;0,88;;;22;12.953;;
;;26;0,94;;;23;12.911;;
;;27;0,94;;;27;12.953;;
;;28;0,94;;;28;12.983;;
;;29;0,94;;;29;13.006;;
;Sep;1;0,88;;;30;13.007;;
;;2;0,75;;;;;;
;;3;0,81;* Yearly; monthly and weekly figures are end period values,;;;;
;;4;0,88;* Daily figures are values as of noon,;;;;;
;;5;0,88;;;;;;
;;8;0,94;;;;;;
;;9;0,94;End of Period;;;S$ Per Unit of US Dollar;;
;;10;0,94;2012;Jan;3;12.925;;
;;11;1;;;4;12.874;;
;;12;1,06;;;5;12.883;;
;;15;1,06;;;6;12.923;;
;;16;1,06;;;9;12.994;;
;;17;1,25;;;10;12.912;;
;;18;1,25;;;11;12.925;;
;;19;1,5;;;12;12.928;;
;;22;1,5;;;13;12.882;;
;;23;1,75;;;16;12.926;;
;;24;2;;;17;12.862;;
;;25;2;;;18;12.820;;
;;26;2,13;;;19;12.777;;
;;29;2;;;20;12.736;;
;;30;1,75;;;25;12.668;;
;Oct;2;1,75;;;26;12.584;;
;;3;1,63;;;27;12.581;;
;;6;1,63;;;30;12.542;;
;;7;1,63;;;31;12.547;;
;;8;1,63;;Feb;1;12.567;;
;;9;1,5;;;2;12.465;;
;;10;1,25;;;3;12.484;;
;;13;1,25;;;6;12.447;;
;;14;1,25;;;7;12.481;;
;;15;1,25;;;8;12.435;;
;;16;1,25;;;9;12.447;;
;;17;1,13;;;10;12.553;;
;;20;1,13;;;13;12.547;;
;;21;0,63;;;14;12.636;;
;;22;0,63;;;15;12.585;;
;;23;0,63;;;16;12.665;;
;;24;0,63;;;17;12.609;;
;;28;0,63;;;20;12.532;;
;;29;0,63;;;21;12.542;;
;;30;0,88;;;22;12.587;;
;;31;1;;;23;12.588;;
;Nov;3;0,75;;;24;12.533;;
;;4;0,63;;;27;12.568;;
;;5;0,63;;;28;12.532;;
;;6;0,38;;;29;12.474;;
;;7;0,38;;Mar;1;12.493;;
;;10;0,38;;;2;12.483;;
;;11;0,81;;;5;12.568;;
;;12;0,88;;;6;12.614;;
;;13;0,88;;;7;12.616;;
;;14;0,88;;;8;12.564;;
;;17;0,88;;;9;12.522;;
;;18;0,75;;;12;12.594;;
;;19;0,75;;;13;12.558;;
;;20;0,75;;;14;12.607;;
;;21;0,75;;;15;12.674;;
;;24;0,75;;;16;12.598;;
;;25;0,75;;;19;12.579;;
;;26;0,75;;;20;12.583;;
;;27;0,75;;;21;12.629;;
;;28;0,75;;;22;12.637;;
;Dec;1;0,75;;;23;12.628;;
;;2;0,75;;;26;12.606;;
;;3;0,75;;;27;12.588;;
;;4;0,81;;;28;12.568;;
;;5;0,81;;;29;12.577;;
;;9;0,81;;;30;12.572;;
;;10;0,75;;Apr;2;12.553;;
;;11;0,75;;;3;12.515;;
;;12;0,75;;;4;12.571;;
;;15;0,75;;;5;12.579;;
;;16;0,75;;;9;12.608;;
;;17;0,75;;;10;12.595;;
;;18;0,75;;;11;12.608;;
;;19;0,75;;;12;12.562;;
;;22;0,75;;;13;12.485;;
;;23;0,81;;;16;12.535;;
;;24;0,81;;;17;12.508;;
;;26;0,81;;;18;12.486;;
;;29;0,81;;;19;12.519;;
;;30;0,75;;;20;12.513;;
;;31;0,75;;;23;12.490;;
;;;;;;24;12.486;;
;;;;;;25;12.466;;
End of Period / SORA Value Date;;;Interbank 1-Week;;;26;12.428;;
2009;Jan;2;0,75;;;27;12.430;;
;;5;0,75;;;30;12.372;;
;;6;0,5;;May;2;12.362;;
;;7;0,5;;;3;12.415;;
;;8;0,38;;;4;12.421;;
;;9;0,38;;;7;12.485;;
;;12;0,38;;;8;12.462;;
;;13;0,31;;;9;12.506;;
;;14;0,31;;;10;12.508;;
;;15;0,38;;;11;12.513;;
;;16;0,31;;;14;12.528;;
;;19;0,31;;;15;12.569;;
;;20;0,25;;;16;12.668;;
;;21;0,31;;;17;12.637;;
;;22;0,25;;;18;12.751;;
;;23;0,25;;;21;12.705;;
;;28;0,38;;;22;12.667;;
;;29;0,38;;;23;12.772;;
;;30;0,38;;;24;12.750;;
;Feb;2;0,38;;;25;12.814;;
;;3;0,38;;;28;12.748;;
;;4;0,38;;;29;12.781;;
;;5;0,38;;;30;12.798;;
;;6;0,31;;;31;12.882;;
;;9;0,31;;Jun;1;12.877;;
;;10;0,31;;;4;12.896;;
;;11;0,31;;;5;12.864;;
;;12;0,31;;;6;12.805;;
;;13;0,31;;;7;12.757;;
;;16;0,31;;;8;12.823;;
;;17;0,31;;;11;12.768;;
;;18;0,38;;;12;12.831;;
;;19;0,38;;;13;12.819;;
;;20;0,38;;;14;12.814;;
;;23;0,38;;;15;12.764;;
;;24;0,38;;;18;12.685;;
;;25;0,38;;;19;12.675;;
;;26;0,38;;;20;12.687;;
;;27;0,38;;;21;12.711;;
;Mar;2;0,38;;;22;12.776;;
;;3;0,38;;;25;12.803;;
;;4;0,38;;;26;12.810;;
;;5;0,38;;;27;12.784;;
;;6;0,38;;;28;12.755;;
;;9;0,38;;;29;12.737;;
;;10;0,38;;Jul;2;12.686;;
;;11;0,31;;;3;12.640;;
;;12;0,31;;;4;12.629;;
;;13;0,31;;;5;12.665;;
;;16;0,56;;;6;12.694;;
;;17;0,69;;;9;12.727;;
;;18;0,69;;;10;12.716;;
;;19;0,69;;;11;12.677;;
;;20;0,63;;;12;12.669;;
;;23;0,5;;;13;12.696;;
;;24;0,5;;;16;12.650;;
;;25;0,5;;;17;12.612;;
;;26;0,38;;;18;12.596;;
;;27;0,5;;;19;12.566;;
;;30;0,44;;;20;12.543;;
;;31;0,5;;;23;12.612;;
;Apr;1;0,5;;;24;12.593;;
;;2;0,5;;;25;12.611;;
;;3;0,38;;;26;12.565;;
;;6;0,31;;;27;12.515;;
;;7;0,31;;;30;12.470;;
;;8;0,31;;;31;12.454;;
;;9;0,31;;Aug;1;12.456;;
;;13;0,31;;;2;12.472;;
;;14;0,31;;;3;12.479;;
;;15;0,31;;;6;12.414;;
;;16;0,38;;;7;12.411;;
;;17;0,31;;;8;12.433;;
;;20;0,31;;;10;12.467;;
;;21;0,44;;;13;12.448;;
